street_name,num_of_rooms,size,type,location,final_price,sold_month,sold_year,price_change,initial_price,floor_num,year_built
Ekensbergskajen,1.5,31,Lägenhet, Gröndal,2850000,jan,2020,24.2,2295000,5,2018
Sysslomansgatan,1.0,24,Lägenhet, Kungsholmen,2700000,jan,2020,23.0,2195000,6,1939
Celsiusgatan,1.0,23,Lägenhet, Kungsholmen,2500000,jan,2020,25.3,1995000,6,1937
Möregatan,2.0,34,Lägenhet, Södermalm,4050000,jan,2020,39.9,2895000,6,1936
Möregatan,2.0,34,Lägenhet, Södermalm,4050000,jan,2020,39.9,2895000,6,1936
Blommensbergsvägen,2.0,55,Lägenhet, Aspudden,3470000,jan,2020,19.9,2895000,2,1948
Bergsundsgatan,1.0,29,Lägenhet, Södermalm,3070000,jan,2020,23.0,2495000,5,1938
Fyrvaktarkroken,2.0,61,Lägenhet, Blåsut,3845000,jan,2020,2.5,3750000,3,2019
Stamgatan,1.0,33,Lägenhet, Östberga,1810000,jan,2020,14.9,1575000,2,1957
Riddargatan,2.0,40,Lägenhet, Nedre Östermalm,4760000,jan,2020,14.0,4175000,2,1939
Skeppargatan,2.0,41,Lägenhet, Nedre Gärdet,4405000,jan,2020,26.0,3495000,5,1933
Frejgatan,2.0,43,Lägenhet, Vasastan,4250000,jan,2020,12.0,3795000,3,1936
Folkungagatan,1.0,38,Lägenhet, Södermalm,3670000,jan,2020,24.4,2950000,2,1932
Cirkusvägen,2.0,51,Lägenhet, Telefonplan,2810000,jan,2020,28.0,2195000,2,1947
Helgalunden,2.0,57,Lägenhet, Södermalm,5025000,jan,2020,12.3,4475000,2,1929
Kratsbodavägen,2.0,42,Lägenhet, Bromma,2860000,jan,2020,24.6,2295000,2,2018
Heklagatan,1.0,31,Lägenhet, Kistahöjden,1700000,aug,2019,14.1,1490000,2,1978
Helsingörsgatan,4.0,100,Lägenhet, Kista,3010000,jul,2019,0.7,2990000,1,1978
Helsingörsgatan,3.0,80,Lägenhet, Kista,2580000,okt,2019,7.7,2395000,2,1978
Hanstavägen,3.0,74,Lägenhet, Kista Gård,2600000,maj,2019,-3.5,2695000,1,1977
Kotkagatan,2.0,39,Lägenhet, Akalla,1410000,apr,2019,-5.4,1490486,1,1977
Mariehamnsgatan,3.0,85,Lägenhet, Akalla,2180000,apr,2019,9.5,1990000,1,1977
Ringstedsgatan,5.0,100,Lägenhet, Kista,3000000,apr,2019,0.3,2990000,1,2015
Borgarfjordsgatan,3.0,75,Lägenhet, Kista,2900000,apr,2019,0.0,2900000,12,2015
Jellingegränd,2.0,54,Lägenhet, Ärvinge,1610000,mar,2019,-5.3,1700000,2,2000
Heklagatan,1.0,31,Lägenhet, Kistahöjden,1650000,mar,2019,-5.7,1750000,2,1978
Jyllandsgatan,4.0,101,Radhus, Kista,3050000,mar,2019,2.0,2990000,20,1978
Borgarfjordsgatan,3.0,75,Lägenhet, Kista,3100000,mar,2019,-5.9,3295000,20,1975
Stavangergatan,3.0,80,Lägenhet, Husby,2010000,mar,2019,5.8,1900000,5,1975
Ringstedsgatan,3.0,80,Lägenhet, Kista,2480000,mar,2019,-0.8,2500000,2,1979
Helsingforsgatan,1.0,36,Lägenhet, Akalla,1410000,feb,2019,-6.0,1500000,3,1999
Koldinggatan,5.0,115,Lägenhet, Ärvinge,2900000,feb,2019,-3.0,2990000,3,1999
Bärkingeplan,4.0,69,Lägenhet, Tensta,1900000,feb,2019,0.0,1900000,2,1968
Surtsögatan,2.0,44,Lägenhet, Kista Gård,2200000,jan,2019,-2.2,2250000,6,2011
Helsingörsgatan,3.0,81,Lägenhet, Kista,2100000,jan,2019,5.5,1990000,2,1979
Köpenhamnsgatan,3.0,77,Lägenhet, Kista,2300000,jan,2019,4.5,2200000,1,1979
Helsingörsgatan,6.0,132,Lägenhet, Kista,3200000,jan,2019,7.0,2990654,1,1979
Narviksgatan,1.0,41,Lägenhet, Husby,1500000,jan,2019,7.1,1400560,1,1979
Helsingörsgatan,2.0,48,Lägenhet, Kista,2200000,dec,2018,0.0,2200000,1,1979
Heklagatan,1.0,31,Lägenhet, Kistahöjden,1650000,dec,2018,-2.9,1700000,1,1969
Heklagatan,1.0,31,Lägenhet, Kistahöjden,1650000,dec,2018,-2.9,1700000,1,1969
Torneågatan,2.0,65,Lägenhet, Akalla,1900000,dec,2018,11.8,1699463,2,1969
Helsingörsgatan,3.0,82,Lägenhet, Kista,2100000,nov,2018,5.5,1990000,2,1969
Hanstavägen,2.0,61,Lägenhet, Kista Gård,2500000,nov,2018,13.6,2200000,2,1969
Skäftingebacken,4.0,90,Lägenhet, Tensta,2100000,nov,2018,0.0,2100000,1,1969
Porkalagatan,3.0,64,Lägenhet, Akalla,2050000,sep,2018,20.6,1700000,5,1976
Borgågatan,3.0,73,Lägenhet, Akalla,2050000,nov,2018,13.9,1800000,5,1976
Brännkyrkagatan,1.0,33,Lägenhet, Södermalm,3175000,jan,2020,29.6,2450000,5,1945
Attundavägen,1.0,21,Lägenhet, Bromma,2400000,jan,2020,-3.8,2495000,4,2019
Gästrikegatan,1.0,36,Lägenhet, Vasastan,3320000,jan,2020,8.9,3050000,4,1896
Kungsholmsgatan,3.0,81,Lägenhet, Kungsholmen Rådhuset,7800000,jan,2020,11.5,6995000,4,1889
Fridhemsgatan,3.0,65,Lägenhet, Kungsholmen,5400000,jan,2020,9.1,4950000,5,1938
Pipersgatan,2.0,54,Lägenhet, Kungsholmen,4900000,aug,2019,6.6,4595000,1,1905
Sveavägen,1.0,30,Lägenhet, Vasastan,3225000,jan,2020,15.4,2795000,3,1927
Fredriksdalsgatan,2.0,44,Lägenhet, Hammarby Sjöstad,3530000,jan,2020,5.4,3350000,2,2017
Frejgatan,2.0,63,Lägenhet, Vasastan,5600000,aug,2019,-1.7,5695000,1,1986
Sparfvenfeltsgatan,2.0,43,Lägenhet, Hammarbyhöjden,2930000,jan,2020,17.4,2495000,3,1936
Bondegatan,1.5,41,Lägenhet, Södermalm Katarina,3415000,jan,2020,6.9,3195000,1,1939
Telefonvägen,3.0,77,Lägenhet, Midsommarkransen,4800000,jan,2020,14.4,4195000,1,1993
Fågelstavägen,1.0,20,Lägenhet, Bandhagen,1620000,jan,2020,16.1,1395000,1,2019
Responsgatan,1.0,34,Lägenhet, Telefonplan,2750000,jan,2020,2.8,2675000,7,2019
Kubbegatan,1.0,48,Lägenhet, Sköndal,2380000,jan,2020,36.4,1745000,3,1954
Sköndalsvägen,2.0,61,Lägenhet, Farsta Sköndal,2570000,jan,2020,28.8,1995000,4,1958
Norrtullsgatan,1.0,38,Lägenhet, Vasastan,3300000,jan,2020,10.2,2995000,2,1929
Olof,2.0,62,Lägenhet, Vasastan,5050000,jan,2020,3.2,4895000,4,1986
Bondegatan,1.0,30,Lägenhet, Katarina,3000000,jan,2020,20.2,2495000,2,1946
Erstagatan,2.0,76,Lägenhet, Södermalm Sofia,6550000,jan,2020,13.9,5750000,4,1897
Luftfartsgatan,4.0,120,Radhus, Skarpnäck,4850000,jan,2020,15.6,4195000,3,2008
Vadmalsvägen,2.0,42,Lägenhet, Bromma Riksby,2550000,jan,2020,18.6,2150000,3,1940
Ymsenvägen,2.0,56,Lägenhet, Årsta,3310000,jan,2020,10.5,2995000,4,1948
Krokvägen,69.0,66,Villa, Enskede,7300000,dec,2019,4.4,6995000,1,1944
Skattegårdsvägen,123.0,62,Radhus, Vällingby Vinsta,3225000,dec,2019,-2.3,3300000,1,1974
Blåsippsbacken,115.0,17,Radhus, Vällingby,4200000,dec,2019,0.0,4200000,1,1972
Fatburs,3.0,73,Lägenhet, Södra Station,4800000,jan,2020,6.8,4495000,1,1991
Karlavägen,2.0,57,Lägenhet, Östermalm,6050000,jan,2020,10.1,5495000,4,1994
Midsommargränd,3.0,67,Lägenhet, Hägersten,5100000,jan,2020,18.7,4295000,2,2009
Lerbäcksgränd,1.0,33,Lägenhet, Hagsätra,1600000,jan,2020,7.0,1495000,1,1959
Sveavägen,2.0,62,Lägenhet, Vasastan,5405000,jan,2020,20.2,4495000,3,1926
Björkbacksvägen,2.0,49,Lägenhet, Bromma,2280000,jan,2020,14.3,1995000,1,1939
Beckombergavägen,3.0,71,Lägenhet, Bromma,3400000,jan,2020,6.4,3195000,4,2013
Hagagatan,2.0,56,Lägenhet, Vasastan,5750000,jan,2020,0.0,5750000,4,1905
Erik,3.0,78,Lägenhet, Spånga,2160000,jan,2020,14.0,1895000,3,1964
Rädisvägen,5.0,115,Radhus, Hässelby,3520000,jan,2020,3.7,3395000,3,1970
Lingonrisgränd,5.0,128,Parhus, Hässelby Norra Villastad,4800000,okt,2019,9.2,4395000,3,2008
Gråvidegränd,5.0,122,Radhus, Hässelby Norra Villastad,4800000,okt,2019,-3.9,4995000,3,2014
Hjovägen,2.0,45,Lägenhet, Hammarbyhöjden,2825000,jan,2020,13.2,2495000,3,1942
Hållövägen,2.0,46,Lägenhet, Blåsut,2950000,jan,2020,18.2,2495000,2,2013
Torsplan,3.0,92,Lägenhet, Vasastan,10700000,dec,2019,0.0,10700000,13,1926
Vanadisvägen,1.5,38,Lägenhet, Vasastan,3550000,jan,2020,11.1,3195000,3,1926
Love,2.0,44,Lägenhet, Kungsholmen,4050000,feb,2017,42.1,2850105,7,1952
Lidnersplan,1.0,22,Lägenhet, Kungsholmen,2700000,feb,2017,35.3,1995565,7,1952
Björnsonsgatan,2.0,57,Lägenhet, Bromma,3120000,mar,2017,25.3,2490000,7,1952
Götaforsvägen,1.0,35,Lägenhet, Enskede,2610000,feb,2017,30.8,1995000,4,1952
Rålambsvägen,2.5,53,Lägenhet, Kungsholmen,3500000,apr,2017,-12.5,4000000,5,1949
Fridhemsgatan,3.0,86,Lägenhet, Kungsholmen,7530000,apr,2017,7.7,6990000,7,1928
Klädesvägen,3.0,81,Lägenhet, Bromma,4000000,apr,2017,-1.2,4050000,1,2015
Sköndalsvägen,2.0,61,Lägenhet, Sköndal,2150000,jan,2020,13.5,1895000,1,1958
Heliosgatan,4.0,104,Lägenhet, Hammarby Sjöstad,6395000,jan,2020,0.0,6395000,4,2018
Bergtallsvägen,2.0,58,Lägenhet, Långbro Park,3400000,jan,2020,13.5,2995000,1,1909
Surbrunnsgatan,2.0,75,Lägenhet, Vasastan,7800000,jan,2020,4.1,7495000,5,1909
Dartanjangs,2.0,68,Lägenhet, Bromma,3220000,jan,2020,7.5,2995000,2,2014
Pelargatan,1.0,24,Lägenhet, Skärmarbrink,2150000,jan,2020,26.8,1695000,1,1942
Kolbäcksgränd,4.0,93,Lägenhet, Bagarmossen,5650000,jan,2020,25.7,4495000,3,1954
Kolbäcksgränd,4.0,93,Lägenhet, Bagarmossen,5650000,jan,2020,25.7,4495000,3,1954
Lidköpingsvägen,2.0,42,Lägenhet, Hammarbyhöjden,2760000,jan,2020,25.7,2195000,1,1943
Högbergsgatan,2.0,54,Lägenhet, Södermalm,5500000,jan,2020,0.1,5495000,3,2018
Stenshällsvägen,1.0,35,Lägenhet, Stora Essingen,2610000,jan,2020,9.0,2395000,2,1936
Wollmar,1.0,29,Lägenhet, Södermalm Maria,3500000,jan,2020,25.2,2795000,4,1927
Igeldammsgatan,1.5,38,Lägenhet, Kungsholmen,3340000,jan,2020,11.5,2995000,4,1928
Lina,2.0,54,Lägenhet, Hägersten,2500000,jan,2020,0.0,2500000,1,1955
Responsgatan,2.0,46,Lägenhet, Telefonplan,2850000,jan,2020,19.0,2395000,3,1960
Johanneshovsvägen,2.0,42,Lägenhet, Årsta,2825000,jan,2020,13.2,2495000,4,2017
Tomtebobarnens,3.0,86,Lägenhet, Bromma Annedal,4500000,jan,2020,15.5,3895000,3,2015
Artillerigatan,2.0,34,Lägenhet, Nedre Gärdet,3650000,jan,2020,21.9,2995000,4,1937
Dalagatan,2.0,51,Lägenhet, Vasastan,5100000,jan,2020,22.9,4150000,5,1929
Vikingagatan,1.5,37,Lägenhet, Vasastan,3620000,jan,2020,13.3,3195000,1,1929
Harpsundsvägen,1.5,46,Lägenhet, Brf Högdalen,2200000,jan,2020,18.9,1850000,2,1955
Hovstagränd,1.0,39,Lägenhet, Hagsätra,1800000,jan,2020,0.0,1800000,2,2007
Lillhagsvägen,3.0,69,Lägenhet, Älvsjöbadet,2245000,jan,2020,12.5,1995000,2,1991
Fallvindsgatan,2.0,50,Lägenhet, Skarpnäck,2450000,jan,2020,11.6,2195000,1,1906
Hornsgatan,2.0,53,Lägenhet, Södermalm Maria Magdalena,5660000,jan,2020,13.4,4990000,1,1906
Folkskolegatan,1.0,28,Lägenhet, Södermalm,2750000,jan,2020,10.2,2495000,1,1931
Skagersvägen,2.0,49,Lägenhet, Årsta,2600000,jan,2020,8.6,2395000,2,1944
Pilvingegatan,3.0,66,Lägenhet, Skarpnäck,2630000,jan,2020,14.6,2295000,4,2005
Torsgatan,2.0,51,Lägenhet, Vasastan,5300000,jan,2020,9.3,4850000,4,1928
Gävlegatan,1.0,18,Lägenhet, Vasastan,2450000,jan,2020,11.6,2195000,1,1928
Skebokvarnsvägen,2.0,65,Lägenhet, Högdalen,2130000,jan,2020,12.4,1895000,5,1955
Sandfjärdsgatan,3.0,77,Lägenhet, Årsta,3100000,jan,2020,20.4,2575000,8,1963
Armfeltsgatan,3.0,81,Lägenhet, Nedre Gärdet,7365000,jan,2020,5.3,6995000,2,1962
Nynäsvägen,2.0,51,Lägenhet, Enskede,2770000,jan,2020,2.8,2695000,2,1909
Bäckvägen,2.0,47,Lägenhet, Midsommarkransen,2750000,jan,2020,-3.5,2850000,2,1942
Tantogatan,2.0,43,Lägenhet, Södermalm,3500000,jan,2020,16.9,2995000,4,1965
Skebokvarnsvägen,3.0,75,Lägenhet, Högdalen,2720000,jan,2020,36.3,1995000,3,1956
Döbelnsgatan,1.0,27,Lägenhet, Vasastan Norrmalm,3030000,jan,2020,21.2,2500000,4,1881
Maria,1.0,33,Lägenhet, Södermalm,3325000,jan,2020,16.7,2850000,4,1925
Nina,2.0,40,Lägenhet, Vasastan,3550000,jan,2020,18.5,2995000,1,2017
Torstenssonsgatan,2.0,39,Lägenhet, Östermalm,5100000,jan,2020,13.3,4500000,3,1944
Torstenssonsgatan,2.0,39,Lägenhet, Östermalm,5100000,jan,2020,13.3,4500000,3,1944
Sofielundsplan,2.0,57,Lägenhet, Blåsut,3270000,jan,2020,14.7,2850000,1,1944
Fridhemsgatan,2.0,34,Lägenhet, Kungsholmen,3380000,jan,2020,12.9,2995000,4,1938
Smedsbacksgatan,2.0,41,Lägenhet, Gärdet,3690000,jan,2020,15.7,3190000,1,1939
Furusundsgatan,2.0,38,Lägenhet, Gärdet,3475000,jan,2020,20.0,2895000,4,1938
Drejargatan,3.0,67,Lägenhet, Vasastan,6710000,jan,2020,11.9,5995000,1,1926
Erik,2.0,60,Lägenhet, Nedre Gärdet,6000000,jan,2020,0.0,6000000,4,1936
Årstavägen,3.0,56,Lägenhet, Årsta,2900000,jan,2020,12.6,2575000,1,1945
Sandfjärdsgatan,2.0,60,Lägenhet, Årsta,2850000,jan,2020,19.0,2395000,3,1960
Torsplan,2.0,56,Lägenhet, Vasastan,6100000,jan,2020,-1.5,6195000,9,2018
Hanna,2.0,45,Lägenhet, Fruängen-Hägersten,2225000,jan,2020,11.5,1995000,2,1970
Bondegatan,2.0,31,Lägenhet, Södermalm,3300000,jan,2020,14.0,2895000,2,1932
Strålgatan,2.0,35,Lägenhet, Kungsholmen,3020000,jan,2020,16.4,2595000,3,1939
Bäckvägen,3.0,82,Lägenhet, Hägerstensåsen,4550000,jan,2020,23.1,3695000,2,1946
Sjöfartsgatan,1.5,43,Lägenhet, Hammarby Sjöstad,2950000,jan,2020,9.5,2695000,1,2008
Roslagsgatan,3.0,80,Lägenhet, Vasastan,7650000,jan,2020,9.4,6995000,4,1885
Skillinggränd,3.0,103,Lägenhet, Kungsholmen,12000000,jan,2020,34.1,8950000,4,1928
Essingestråket,1.5,38,Lägenhet, Stora Essingen,2950000,jan,2020,20.4,2450000,2,1939
Essinge,2.0,47,Lägenhet, Lilla Essingen Kungsholmen,3200000,jan,2020,14.5,2795000,4,1939
Heliosgatan,2.0,56,Lägenhet, Hammarby Sjöstad,3595000,dec,2019,0.0,3595000,4,2018
Heliosgatan,2.0,56,Lägenhet, Hammarby Sjöstad,3595000,dec,2019,0.0,3595000,4,2018
Skälderviksplan,1.0,20,Lägenhet, Årsta,1900000,jan,2020,12.1,1695000,3,1951
Årgångsgatan,1.0,42,Lägenhet, Liljeholmskajen,3300000,jan,2020,14.0,2895000,3,2017
Sibyllegatan,2.0,67,Lägenhet, Östermalm,6500000,jan,2020,-3.0,6700000,2,1939
Nynäsvägen,2.0,60,Lägenhet, Enskede,3195000,jan,2020,28.1,2495000,2,1909
Karen,2.0,62,Lägenhet, Bromma Blackeberg,2750000,jan,2020,10.4,2490000,7,2014
Solberga,3.0,62,Lägenhet, Älvsjö,2500000,jan,2020,31.9,1895000,2,2018
Wergelandsgatan,1.0,32,Lägenhet, Bromma Blackeberg,2000000,jan,2020,18.3,1690000,4,2018
Åsögatan,2.0,40,Lägenhet, Katarina,3420000,jan,2020,14.2,2995000,4,1895
Inteckningsvägen,5.0,93,Lägenhet, Hägerstensåsen,4200000,jan,2020,48.7,2825000,4,1993
Stopvägen,2.0,48,Lägenhet, Bromma,3175000,jan,2020,22.6,2590000,2,1940
Knäckepilsgränd,120.0,20,Kedjehus, Hässelby-Vällingby,4900000,dec,2019,15.3,4250000,1,1973
Klarälvsvägen,84.0,84,Villa, Bagarmossen,7850000,dec,2019,12.2,6995000,1,1955
Tallskogsgränd,177.0,68,Villa, Hässelby,4300000,dec,2019,7.6,3995000,1,1975
Drevkroken,152.0,78,Villa, Spånga,6600000,dec,2019,-2.9,6795000,1,1963
Flötviksvägen,140.0,60,Villa, Hässelby Södra Villastad,4600000,nov,2019,21.9,3775000,1,1974
Linjemästarvägen,119.0,59,Radhus, Vällingby Nälsta,4775000,dec,2019,8.6,4395000,1,1973
Olympiavägen,65.0,61,Villa, Farsta stadsdelsområde,6945000,dec,2019,15.8,5995000,1,1937
Fallvindsgatan,3.0,77,Lägenhet, Skarpnäck,2775000,jan,2020,15.9,2395000,1,1942
Lidköpingsvägen,2.0,50,Lägenhet, Hammarbyhöjden,3075000,jan,2020,14.1,2695000,1,1942
Fatburstrappan,2.0,41,Lägenhet, Södermalm,4400000,jan,2020,22.4,3595000,21,1937
Timotejgatan,1.0,25,Lägenhet, Södermalm,2500000,jan,2020,13.6,2200000,2,1937
Sankt,1.0,27,Lägenhet, Kungsholmen,2800000,jan,2020,12.2,2495000,2,1937
Linnégatan,1.0,28,Lägenhet, Östermalm,3400000,jan,2020,26.2,2695000,2,1938
Nathorstvägen,2.0,67,Lägenhet, Hammarbyhöjden,4025000,jan,2020,15.8,3475000,2,1993
Pilgatan,1.5,25,Lägenhet, Kungsholmen Rådhuset,3125000,jan,2020,25.3,2495000,5,1884
Alströmergatan,2.0,39,Lägenhet, Kungsholmen,3625000,jan,2020,13.5,3195000,3,1929
Magnus,3.5,85,Lägenhet, Södermalm,5950000,jan,2020,4.8,5675000,4,1988
Östersundsgatan,3.0,80,Lägenhet, Vällingby Parkstad,3640000,jan,2020,13.9,3195000,4,2017
Wallingatan,1.0,33,Lägenhet, Vasastan,3470000,jan,2020,17.6,2950000,3,1872
Birger,1.0,27,Lägenhet, Östermalm,2850000,jan,2020,19.0,2395000,1,1969
Valhallavägen,3.0,74,Lägenhet, Östermalm,8100000,jan,2020,11.7,7250000,3,1907
Dalgången,4.0,107,Lägenhet, Bromma,4620000,jan,2020,7.6,4295000,1,2011
Midsommarvägen,3.0,55,Lägenhet, Midsommarkransen,3950000,jan,2020,31.9,2995000,2,1944
Sofielundsvägen,2.0,41,Lägenhet, Blåsut,2990000,jan,2020,19.8,2495000,2,2019
Björngårdsgatan,1.5,31,Lägenhet, Södermalm Maria,3500000,jan,2020,16.9,2995000,5,1929
Drottninggatan,1.0,45,Lägenhet, Norrmalm,3900000,jan,2020,-2.4,3995000,1,1929
Kungsbro,2.0,36,Lägenhet, Kungsholmen,4000000,jan,2020,5.4,3795000,5,1934
Skarpnäcks,2.0,62,Lägenhet, Skarpnäck,2350000,jan,2020,17.8,1995000,1,1983
Telefonvägen,1.0,37,Lägenhet, Midsommarkransen,2420000,jan,2020,10.3,2195000,4,1993
Medevigatan,2.0,34,Lägenhet, Vasastan,4000000,jan,2020,25.2,3195000,4,2009
Pär,3.0,64,Lägenhet, Kungsholmen,4495000,jan,2020,0.0,4495000,6,2008
Engelbrektsgatan,2.0,70,Lägenhet, Östermalm,7800000,jan,2020,0.0,7800000,4,1879
Högalidsgatan,1.0,25,Lägenhet, Södermalm,2925000,jan,2020,17.2,2495000,4,1905
Grevgatan,3.0,71,Lägenhet, Östermalm,7100000,jan,2020,-2.1,7250000,2,1905
Grevgatan,3.0,71,Lägenhet, Östermalm,7100000,jan,2020,-2.1,7250000,2,1905
Tomtebogatan,1.0,39,Lägenhet, Vasastan,4400000,jan,2020,19.1,3695000,4,1905
Sigtunagatan,2.0,57,Lägenhet, Vasastan,5800000,jan,2020,0.0,5800000,3,1898
Södermannagatan,2.0,40,Lägenhet, Södermalm,3860000,jan,2020,24.7,3095000,1,1927
Garagevägen,2.0,46,Lägenhet, Blåsut,3300000,jan,2020,22.4,2695000,3,2019
Kolbäcksgränd,2.0,57,Lägenhet, Bagarmossen,2475000,jan,2020,24.1,1995000,3,1946
Vattenledningsvägen,2.0,41,Lägenhet, Hägersten,2780000,jan,2020,21.1,2295000,1,1946
Svartviksslingan,4.0,91,Lägenhet, Bromma,4600000,jan,2020,0.0,4600000,3,1985
Slätbaksvägen,3.0,56,Lägenhet, Årsta,3100000,jan,2020,24.2,2495000,3,1943
Frislandsvägen,5.0,73,Villa, Norra Ängby,6175000,dec,2019,-4.3,6450000,3,1938
Slätbaksvägen,3.0,57,Lägenhet, Årsta,3200000,jan,2020,14.5,2795000,3,1943
Karlaplan,1.0,38,Lägenhet, Östermalm,4100000,jan,2020,8.0,3795000,4,1955
Kallforsvägen,2.0,58,Lägenhet, Bandhagen,2570000,jan,2020,28.8,1995000,3,1955
Sandhamnsgatan,2.0,55,Lägenhet, Gärdet,5000000,dec,2019,5.3,4750000,3,2018
Broddgränd,2.0,58,Lägenhet, Västertorp,2860000,jan,2020,24.6,2295000,2,1954
Skebokvarnsvägen,3.0,73,Lägenhet, Bandhagen,2450000,jan,2020,22.8,1995000,3,1954
Alströmergatan,1.0,28,Lägenhet, Kungsholmen,3010000,jan,2020,16.0,2595000,4,1928
Fridhemsgatan,1.0,25,Lägenhet, Kungsholmen,3040000,jan,2020,8.8,2795000,1,1920
Hornsgatan,2.0,52,Lägenhet, Södermalm,4710000,nov,2019,17.9,3995000,3,1904
Torbjörn,3.0,43,Lägenhet, Vasastan,4960000,nov,2019,3.4,4795000,4,1925
Västmannagatan,1.5,37,Lägenhet, Vasastan,3935000,dec,2019,19.4,3295000,1,1906
Arvikagatan,4.0,83,Radhus, Larsboda,3595000,jan,2020,0.0,3595000,9,1961
Öregrundsgatan,2.0,61,Lägenhet, Gärdet,4900000,sep,2017,0.0,4900000,9,2010
Valhallavägen,3.0,70,Lägenhet, Karlaplan,6300000,sep,2019,6.8,5900000,5,1892
Tavastgatan,2.0,50,Lägenhet, Södermalm,5035000,jan,2020,12.0,4495000,1,1892
Sturegatan,3.0,49,Lägenhet, Östermalm,5750000,jan,2020,15.1,4995000,1,1881
Frejgatan,2.0,47,Lägenhet, Vasastan,4800000,jan,2020,13.6,4225000,1,1926
Heliosgatan,4.0,99,Lägenhet, Hammarby Sjöstad,5950000,nov,2019,-0.8,5995000,3,2019
Torsplan,2.0,58,Lägenhet, Vasastan,6350000,maj,2019,-0.8,6400000,11,2019
Sandhamnsgatan,2.0,61,Lägenhet, Gärdet,4110000,mar,2019,-2.1,4200000,2,1963
Kampementsgatan,2.0,66,Lägenhet, Gärdet,3900000,feb,2019,-6.0,4150000,2,1963
Wittstocksgatan,2.0,53,Lägenhet, Östermalm,5630000,jan,2020,25.3,4495000,1,1923
Wittstocksgatan,2.0,53,Lägenhet, Östermalm,5630000,jan,2020,25.3,4495000,1,1923
Runda,2.0,50,Lägenhet, Äppelviken,2500000,jan,2020,0.2,2495000,3,1935
Förmansvägen,4.0,103,Lägenhet, Liljeholmskajen,6050000,apr,2019,6.1,5700000,4,2004
Drejargatan,1.5,42,Lägenhet, Birkastan,3870000,feb,2019,7.5,3600000,4,1928
Kammakargatan,2.0,52,Lägenhet, Vasastan,3850000,nov,2019,4.2,3695000,1,1937
Marieviksgatan,2.0,54,Lägenhet, Liljeholmskajen,4200000,jan,2020,16.8,3595000,5,2012
Almbygatan,2.0,40,Lägenhet, Rinkeby,1830000,jan,2020,0.0,1830000,3,2017
Tappvägen,2.5,64,Lägenhet, Bromma,3400000,nov,2017,9.9,3095000,3,2017
Gubbkärrsvägen,1.0,26,Lägenhet, Bromma,1750000,jan,2020,0.0,1750000,2,1950
Fastlagsvägen,3.0,71,Lägenhet, Aspudden,4400000,jan,2020,13.0,3895000,2,1943
Laxholmsbacken,132.0,17,Radhus, Vårberg,3800000,dec,2019,-2.4,3895000,1,1972
Bullerholmsgränd,138.0,60,Radhus, Vårberg,4100000,dec,2019,8.2,3790000,1,1969
Kaprifolvägen,150.0,15,Villa, Hässelby Södra Villastad,4800000,dec,2019,6.8,4495000,1,1969
Edelundavägen,122.0,24,Kedjehus, Hässelby-Vällingby,5000000,nov,2019,7.0,4675000,1,1973
Skärmarbrinksvägen,2.0,43,Lägenhet, Skärmarbrink,2700000,jan,2020,23.0,2195000,1,1944
Konstgjutarvägen,2.0,54,Lägenhet, Johanneshov,3500000,jan,2020,16.9,2995000,1,1928
Alströmergatan,2.0,40,Lägenhet, Kungsholmen,3710000,jan,2020,17.8,3150000,1,1928
Virkesvägen,3.0,90,Lägenhet, Hammarby Sjöstad,6450000,jan,2020,15.2,5600000,7,2019
Björngårdsgatan,1.0,24,Lägenhet, Södermalm Maria,2900000,jan,2020,28.9,2250000,4,1946
Hasselquistvägen,2.0,42,Lägenhet, Hammarbyhöjden,2650000,jan,2020,15.5,2295000,1,1939
Fyrskeppsvägen,1.0,39,Lägenhet, Enskededalen,2300000,jan,2020,15.3,1995000,1,1949
Tulegatan,2.0,62,Lägenhet, Vasastan,4650000,jan,2020,3.4,4495000,2,1973
Malgomajvägen,2.0,57,Lägenhet, Årsta,2980000,jan,2020,10.6,2695000,3,1951
Bolmensvägen,2.0,41,Lägenhet, Årsta,2570000,dec,2019,14.2,2250000,3,1944
Bäckvägen,2.0,46,Lägenhet, Aspudden,2730000,jan,2020,21.3,2250000,1,1945
Creutzgatan,1.0,35,Lägenhet, Thorildsplan,2975000,dec,2019,0.0,2975000,1,1927
Norr,5.0,103,Lägenhet, Norr Mälarstrand,8850000,dec,2019,-1.6,8995000,1,2002
Farstavägen,3.0,80,Lägenhet, Farsta centrum,2810000,jan,2020,14.7,2450000,5,2002
Grevgatan,3.0,107,Lägenhet, Östermalm,12500000,jan,2020,14.2,10950000,1,1895
Folkungagatan,2.0,39,Lägenhet, Södermalm,3375000,jan,2020,9.0,3095000,5,1975
Settergatan,2.0,49,Lägenhet, Norra Djurgårdsstaden,3850000,maj,2019,-3.6,3995000,1,2018
Settergatan,2.0,49,Lägenhet, Norra Djurgårdsstaden,3850000,maj,2019,-3.6,3995000,1,2018
Tunnlandsvägen,1.0,26,Lägenhet, Åkeslund,1850000,apr,2019,-7.3,1995000,5,1943
Nina,3.0,69,Lägenhet, Hagastaden,5195000,maj,2019,0.0,5195000,5,2018
Urvädersgränd,2.0,52,Lägenhet, Södermalm,4850000,jan,2020,0.0,4850000,6,1906
