street_name,num_of_rooms,size,type,location,sold_month,sold_year,initial_price,floor_num,year_built,final_price
Sköldgatan,2,68,Lägenhet, Södermalm Maria,feb,2020,4450000,6,1990,5120000
Fjärdholmsgränd,4,95,Lägenhet, Vårberg,feb,2020,2450000,2,1968,2350000
Surbrunnsgatan,2,56,Lägenhet, Östermalm,feb,2020,5195000,4,1897,6420000
Heliosgatan,4,104,Lägenhet, Hammarby Sjöstad,feb,2020,6250000,3,2018,6480000
Linnégatan,3.5,115,Lägenhet, Östermalm,jan,2020,14500000,4,1929,14900000
Elkabelgatan,3,81,Lägenhet, Älvsjö,feb,2020,3925000,1,2017,3975000
Frödingsvägen,2,43,Lägenhet, Fredhäll,feb,2020,2985000,1,1947,3625000
Förskottsvägen,2,55,Lägenhet, Hägerstensåsen,feb,2020,2495000,1,1947,2800000
Lerbäcksgränd,3,73,Lägenhet, Hagsätra,feb,2020,1750000,2,1959,2300000
Petrejusvägen,3,65,Lägenhet, Hammarbyhöjden,feb,2020,3475000,2,1938,4260000
Lina,2,54,Lägenhet, Fruängen,feb,2020,2395000,3,1955,2860000
Ola,2,36,Lägenhet, Kungsholmen,feb,2020,2995000,2,1933,3530000
Runda,4,92,Lägenhet, Bromma Äppelviken,jan,2020,6295000,2,1944,6900000
Hallebergsvägen,2.5,52,Lägenhet, Bromma Traneberg,dec,2019,3000000,1,1937,2950000
Sockenvägen,2,41,Lägenhet, Enskede,feb,2020,2250000,1,1939,2300000
Thunbergsgatan,2,41,Lägenhet, Skärmarbrink,feb,2020,2295000,1,1938,2740000
Swedenborgsgatan,3,49,Lägenhet, Södra Station,feb,2020,4340000,1,1988,4340000
Folkskolegatan,1,40,Lägenhet, Södermalm Hornstull,feb,2020,2975000,1,1931,3400000
Larsbodavägen,1,41,Lägenhet, Farsta,feb,2020,1795000,9,2009,2250000
Midskeppsgatan,4,92,Lägenhet, Hammarby Sjöstad,feb,2020,5895000,3,2009,5800000
Atlasgatan,1,29,Lägenhet, Vasastan,feb,2020,2690000,2,1929,3300000
Tulegatan,3,68,Lägenhet, Vasastan,feb,2020,5995000,6,1962,7375000
Skönviksvägen,2,57,Lägenhet, Stureby,feb,2020,2395000,2,1961,3625000
Kungsholmsgatan,1,32,Lägenhet, Kungsholmen,feb,2020,2795000,4,1934,3300000
Spångavägen,2,52,Lägenhet, Bromma,feb,2020,2195000,3,1940,2400000
Nybohovsbacken,3,76,Lägenhet, Liljeholmen,feb,2020,3450000,3,1960,4200000
Bergsunds,1.5,36,Lägenhet, Södermalm,feb,2020,3200000,2,1941,3200000
Skeppargatan,3,85,Lägenhet, Nedre Gärdet,feb,2020,6490000,1,1974,7000000
Stamgatan,3,78,Lägenhet, Östberga,feb,2020,2195000,4,1958,2375000
Folkskolegatan,2,35,Lägenhet, Södermalm,feb,2020,2995000,4,1934,3670000
Skönviksvägen,2,43,Lägenhet, Stureby,feb,2020,1975000,2,1951,2595000
Tellusborgsvägen,2,39,Lägenhet, Midsommarkransen,feb,2020,3200000,5,2015,3200000
Tellusborgsvägen,2,39,Lägenhet, Midsommarkransen,feb,2020,3200000,5,2015,3200000
Fredrika,3,83,Lägenhet, Fruängen,feb,2020,2195000,2,1967,2575000
Tranebergsvägen,2,54,Lägenhet, Bromma,feb,2020,2795000,3,1945,3200000
Sandhamnsgatan,1,33,Lägenhet, Gärdet,feb,2020,2795000,2,2007,3100000
Hagagatan,1,40,Lägenhet, Vasastan,feb,2020,3195000,4,1924,3380000
Ekholmsvägen,4,92,Lägenhet, Skärholmen,feb,2020,1995000,3,1989,2100000
Upplandsgatan,2,77,Lägenhet, Vasastan,feb,2020,8250000,3,1890,10750000
Kratsbodavägen,1,27,Lägenhet, Bromma,feb,2020,1750000,3,2016,2310000
Drottningholmsvägen,1.5,39,Lägenhet, Riksby,feb,2020,2490000,2,1938,2440000
Hammarby,2,48,Lägenhet, Hammarby Sjöstad,feb,2020,3595000,5,2016,3650000
Vävstolsvägen,2,41,Lägenhet, Brommaplan,feb,2020,2150000,3,1944,2560000
Brådstupsvägen,2,50,Lägenhet, Hägersten,feb,2020,2495000,3,1944,2850000
Heliosgatan,1,39,Lägenhet, Hammarby Sjöstad,feb,2020,2650000,3,2018,2740000
Finn,2,49,Lägenhet, Hammarbyhöjden,feb,2020,2195000,1,1943,2680000
Rödabergsgatan,2,42,Lägenhet, Vasastan,feb,2020,3695000,1,1925,4000000
Alströmergatan,2,43,Lägenhet, Fridhemsplan,feb,2020,3495000,1,1928,3650000
Sankt,2,46,Lägenhet, Kungsholmen,feb,2020,3495000,1,1924,4030000
Rörstrandsgatan,3,100,Lägenhet, Vasastan,feb,2020,10500000,3,1914,10350000
Bolmsövägen,83,45,Villa, Bromma,jan,2020,9750000,6,1931,9750000
Skalkvägen,87,61,Villa, Sköndal,okt,2019,4750000,6,1950,5200000
Hägerstensvägen,132,29,Villa, Hägersten,jan,2020,6950000,6,1972,6967000
Dorpatsvägen,78,44,Villa, Enskedefältet,dec,2019,6495000,6,1930,6600000
Inspektorsbacken,112,10,Radhus, Nälsta,jan,2020,3475000,6,1974,3770000
Kungsholms,2,40,Lägenhet, Kungsholmen,feb,2020,4250000,6,1940,4100000
Sysslomansgatan,1.5,33,Lägenhet, Kungsholmen,feb,2020,2695000,6,1940,3410000
Sigtunagatan,2,52,Lägenhet, Vasastan,feb,2020,6695000,1,1912,7200000
Järntorget,3,34,Lägenhet, Gamla Stan,mar,2016,3495000,1,1935,4200000
Storgatan,6,146,Lägenhet, Östermalm,feb,2020,14450000,1,1935,16000000
Karlsviksgatan,2,46,Lägenhet, Kungsholmen,feb,2020,3750000,1,1929,4025000
Karlsviksgatan,2,46,Lägenhet, Kungsholmen,feb,2020,3750000,1,1929,4025000
Östermalmsgatan,5,194,Lägenhet, Östermalm,feb,2020,23000000,3,1921,27400000
Elersvägen,4,106,Lägenhet, Hornsbergs Strand,nov,2016,8152173,1,1942,8250000
Bäckvägen,2,41,Lägenhet, Midsommarkransen,feb,2020,1995000,1,1942,2420000
Rörstrandsgatan,2.5,71,Lägenhet, Birkastan,feb,2020,5750000,4,1926,7350000
Sankt,2,58,Lägenhet, Kungsholmen,jan,2020,4850000,3,1904,6110000
Döbelnsgatan,2,58,Lägenhet, Vasastan,dec,2019,4475000,2,1891,5150000
Kalmgatan,2,56,Lägenhet, Hammarbyhöjden,feb,2020,2595000,2,1936,3000000
Surbrunnsgatan,3,71,Lägenhet, Vasastan,feb,2020,5950000,2,1930,7060000
Svandammsvägen,3.5,84,Lägenhet, Hägersten,feb,2020,4995000,2,2017,6650000
Pålsundsgatan,3,78,Lägenhet, Södermalm Högalid,feb,2020,7700000,3,1924,7700000
Ålgrytevägen,2,49,Lägenhet, Mälarhöjden,feb,2020,2550000,4,2017,2550000
Anna,1,27,Lägenhet, Fruängen,feb,2020,1795000,2,1957,2100000
Elsa,2,47,Lägenhet, Fruängen,feb,2020,2350000,2,1957,2350000
Rörstrandsgatan,5,142,Lägenhet, Vasastan Birkastan,feb,2020,12000000,3,1913,13800000
Primusgatan,2,47,Lägenhet, Essingeöarna,feb,2020,3295000,2,2004,3500000
Luxgatan,4,101,Lägenhet, Essingeöarna,jan,2020,8995000,6,2006,8800000
Robert,2,39,Lägenhet, Vasastan,jan,2020,3895000,2,1929,4650000
Varmfrontsgatan,3,83,Lägenhet, Skarpnäck,feb,2020,2295000,2,1984,2700000
Astrakangatan,5,94,Radhus, Hässelby-Vällingby,jan,2020,3475000,2,1957,3475000
Eriksbergsgatan,8,299,Lägenhet, Östermalm,jan,2020,35000000,2,1914,35000000
Djurgårdsslätten,2,57,Lägenhet, Djurgården,dec,2019,7250000,2,1927,6620000
Dannemoragatan,3,77,Lägenhet, Vasastan,feb,2020,6495000,1,1923,7800000
Kammakargatan,2,37,Lägenhet, Norrmalm,feb,2020,3195000,2,1931,4270000
Kungsklippan,1.5,31,Lägenhet, Kungsholmen,feb,2020,2450000,2,1938,2950000
Drottningholmsvägen,4,117,Lägenhet, Kungsholmen,feb,2020,8995000,2,1905,9400000
Dopparestigen,1,47,Lägenhet, Örby Slott,feb,2020,1950000,2,1929,2200000
Lugnets,1,53,Lägenhet, Hammarby Sjöstad,feb,2020,4100000,4,2002,4100000
Bordsvägen,2,52,Lägenhet, Enskede,feb,2020,2295000,3,1947,2850000
Bordsvägen,3,52,Lägenhet, Enskede,nov,2019,2795000,1,1947,2795000
Bordsvägen,2,50,Lägenhet, Enskede,nov,2019,2295000,3,1947,2730000
Slätbaksvägen,2,43,Lägenhet, Årsta,feb,2020,2195000,1,1943,2650000
Åmänningevägen,3,78,Lägenhet, Årsta,nov,2019,3800000,1,1947,3800000
Örnholmsbrinken,5,140,Radhus, Vårberg,feb,2020,4250000,3,1973,4520000
Aprikosgatan,4,89,Lägenhet, Hässelby Strand,feb,2020,2500000,3,1957,2650000
Heliosgatan,4,104,Lägenhet, Hammarby Sjöstad,feb,2020,6250000,3,2018,6250000
Vesslevägen,1,28,Lägenhet, Bromma,feb,2020,1895000,1,1985,2350000
Eriksdalsgatan,3,74,Lägenhet, Södermalm,mar,2018,4950000,2,1985,5200000
Ringstedsgatan,1,37,Lägenhet, Kista,feb,2020,1650000,3,1979,1550000
Sandhamnsgatan,3,81,Lägenhet, Gärdet,feb,2020,5900000,2,2003,6050000
Lundagatan,2,47,Lägenhet, Högalid,feb,2020,3795000,3,1936,4600000
Bryggvägen,2,52,Lägenhet, Gröndal,feb,2020,2995000,1,2018,3360000
Bryggvägen,1.5,35,Lägenhet, Gröndal,feb,2020,2295000,3,2018,3150000
Sara,7,195,Villa, Enskede,feb,2020,10950000,3,1929,13275000
Wargentinsgatan,1,30,Lägenhet, Kungsholmen,feb,2020,2750000,3,1932,2850000
Lindhagensgatan,2,43,Lägenhet, Kungsholmen,feb,2020,2995000,1,1938,3400000
Krukmakargatan,2,45,Lägenhet, Södermalm,feb,2020,3670000,1,1942,4250000
Lindhagensgatan,4,100,Lägenhet, Kungsholmen,feb,2020,7350000,6,2015,8100000
Marviksvägen,2,65,Lägenhet, Årsta,feb,2020,3395000,1,2008,3925000
Bolmensvägen,2,40,Lägenhet, Årsta,feb,2020,2295000,1,1943,3000000
Inteckningsvägen,3,68,Lägenhet, Hägerstensåsen,feb,2020,2795000,1,1993,3450000
Industrigatan,2,36,Lägenhet, Kungsholmen,feb,2020,2995000,1,1936,3370000
Agatvägen,6,157,Parhus, Bromma,feb,2020,7995000,2,2007,8100000
Torsten,2,59,Lägenhet, Aspudden,feb,2020,2895000,2,1949,3540000
Cedergrensvägen,2,35,Lägenhet, Telefonplan,feb,2020,2195000,2,1940,2790000
Erik,1,26,Lägenhet, Östermalm,feb,2020,2490000,4,1937,2900000
Sveavägen,1,38,Lägenhet, Vasastan,feb,2020,3450000,4,1926,4000000
Heklagatan,1,31,Lägenhet, Kistahöjden,feb,2020,1395000,4,2016,1650000
Rörstrandsgatan,2,59,Lägenhet, Vasastan,feb,2020,5495000,4,1907,6400000
Sibeliusgången,1,49,Lägenhet, Akalla,feb,2020,1695000,6,1975,1750000
Själlandsgatan,5,116,Parhus, Kista,jan,2020,3795000,4,1979,4290000
Själlandsgatan,5,116,Parhus, Kista,jan,2020,3795000,4,1979,4290000
Köpenhamnsgatan,3,82,Lägenhet, Kista,jan,2020,2700000,4,1978,2670000
Disavägen,6,112,Villa, Hägersten,feb,2020,9975000,2,1937,11550000
Finn,3,54,Lägenhet, Hammarbyhöjden,feb,2020,2795000,2,1939,3075000
Östersundsgatan,1.5,42,Lägenhet, Vällingby Parkstad,feb,2020,1895000,4,2017,2170000
Rämensvägen,2,51,Lägenhet, Årsta,feb,2020,2375000,2,1945,2850000
Tranebergsvägen,4,97,Lägenhet, Bromma,feb,2020,5495000,3,1939,6550000
Bildhuggarvägen,4,68,Lägenhet, Globen,feb,2020,3795000,3,1944,4525000
Sveavägen,1,26,Lägenhet, Vasastan,feb,2020,2495000,3,1929,2850000
Franzéngatan,4,92,Lägenhet, Kungsholmen,feb,2020,6795000,5,2012,6900000
Mosebacke,2,71,Lägenhet, Södermalm Katarina,feb,2020,5995000,1,1884,6350000
Lövåsvägen,2,56,Lägenhet, Bromma,feb,2020,2695000,1,1929,3150000
Drottningholmsvägen,1.5,39,Lägenhet, Bromma,feb,2020,1995000,2,1942,1995000
Mariatorget,2,67,Lägenhet, Södermalm Maria,feb,2020,5950000,1,1896,7000000
Ringvägen,2,44,Lägenhet, Södermalm Katarina,feb,2020,3495000,3,2002,4415000
Harry,4,100,Lägenhet, Kungsholmen,feb,2020,7750000,9,2012,8150000
Katarina,1,33,Lägenhet, Södermalm,feb,2020,2595000,4,1907,3130000
Valhallavägen,2,62,Lägenhet, Östermalm,feb,2020,4950000,4,1907,6100000
Östgötagatan,2,38,Lägenhet, Södermalm,feb,2020,2995000,3,2011,3640000
Kattgränd,2,36,Lägenhet, Södermalm,feb,2020,3495000,2,1945,3800000
Erik,2,43,Lägenhet, Gärdet,feb,2020,3495000,4,1934,4775000
Stångjärnsvägen,2,46,Lägenhet, Bromma Johannesfred,feb,2020,1995000,1,1946,2410000
Styresman,3,83,Lägenhet, Bromma Beckomberga,feb,2020,3750000,2,2008,3950000
Rörstrandsgatan,2.5,67,Lägenhet, Birkastan,feb,2020,5495000,4,1928,6350000
Beckomberga,4,91,Lägenhet, Bromma,feb,2020,4950000,3,2017,4950000
Ståltrådsvägen,2,60,Lägenhet, Bromma Johannesfred,feb,2020,2495000,2,1945,3100000
Gröndalsvägen,2,70,Lägenhet, Gröndal,feb,2020,4195000,4,1949,4750000
Liljeholmsgränd,3,75,Lägenhet, Liljeholmen,feb,2020,5495000,4,2003,6500000
Broddgränd,2,58,Lägenhet, Västertorp,feb,2020,2295000,3,1952,3035000
Harplingegränd,3,83,Lägenhet, Älvsjö,feb,2020,2200000,2,1969,2550000
Fleminggatan,4,105,Lägenhet, Kungsholmen,feb,2020,9400000,5,1899,9750000
Responsgatan,1,34,Lägenhet, Telefonplan,feb,2020,2430000,3,2019,2430000
Torsgatan,1,36,Lägenhet, Sankt Eriksplan,feb,2020,3095000,3,1915,3590000
Sankt,1,33,Lägenhet, Kungsholmen,feb,2020,2650000,4,1967,3000000
Stamgatan,5,95,Lägenhet, Gamla Östberga,feb,2020,2495000,2,1958,3000000
Stamgatan,5,95,Lägenhet, Gamla Östberga,feb,2020,2495000,2,1958,3000000
Skönviksvägen,3,72,Lägenhet, Stureby,feb,2020,3000000,2,1960,3060000
Tångvägen,2,45,Lägenhet, Telefonplan,feb,2020,2245000,1,1942,2475000
Vindragarvägen,1,22,Lägenhet, Södermalm,feb,2020,1995000,5,1942,2350000
Hammarby,2,46,Lägenhet, Hammarby Sjöstad,feb,2020,3250000,1,2003,3500000
Slalomvägen,1,42,Lägenhet, Västertorp,feb,2020,1995000,3,1950,2400000
Sveavägen,2,48,Lägenhet, Vasastan,feb,2020,3695000,1,1937,3950000
Spångavägen,2,41,Lägenhet, Riksby,feb,2020,2195000,2,1941,2550000
Abrahamsbergsvägen,1,32,Lägenhet, Abrahamsberg,feb,2020,1895000,2,1942,2270000
Offerdalsgatan,6,67,Villa, Råcksta,feb,2020,5795000,1,1953,6250000
Mjölvägen,110,25,Villa, Bromma Bällsta,jan,2020,5495000,1,1942,5510000
Backvindeln,128,68,Radhus, Mälarhöjden,jan,2020,5995000,1,1968,5995000
Dartanjangs,3,84,Lägenhet, Bromma,feb,2020,3695000,1,2014,4100000
Karlsbodavägen,1,35,Lägenhet, Bromma,feb,2020,1995000,3,2008,2390000
Ernst,2,43,Lägenhet, Kungsholmen,feb,2020,3295000,3,1933,3830000
Strindbergsgatan,2,39,Lägenhet, Östermalm,feb,2020,3395000,1,1932,3625000
Sulitelmavägen,2,53,Lägenhet, Bromma,feb,2020,2950000,2,1938,3505000
Jarl,2,52,Lägenhet, Aspudden,feb,2020,2795000,2,2012,3600000
Upplandsgatan,2,59,Lägenhet, Vasastan,feb,2020,6750000,7,1890,8100000
Skulptörvägen,3,85,Lägenhet, Gullmarsplan,feb,2020,4495000,7,1997,5500000
Krukmakargatan,2,50,Lägenhet, Södermalm,feb,2020,3895000,7,1987,4725000
Lm,1,35,Lägenhet, Telefonplan,feb,2020,2195000,2,1940,2650000
Telefonvägen,3.5,85,Lägenhet, Midsommarkransen,feb,2020,5950000,5,1993,5950000
Odengatan,2,38,Lägenhet, Vasastan,feb,2020,3495000,1,1904,4210000
Kungssätravägen,3,77,Lägenhet, Sätra,feb,2020,1990000,4,1965,2500000
Ekholmsvägen,2,51,Lägenhet, Skärholmen,feb,2020,1590000,4,1998,1900000
Ekholmsvägen,2,51,Lägenhet, Skärholmen,feb,2020,1590000,4,1998,1900000
Tångvägen,2,43,Lägenhet, Telefoplan,feb,2020,2650000,1,1944,2480000
Vulcanusgatan,2,53,Lägenhet, Vasastan,feb,2020,5500000,5,1928,5500000
Aprikosgatan,2,63,Lägenhet, Hässelby-Vällingby,feb,2020,2200000,2,2002,2200000
Brantingsgatan,2.5,75,Lägenhet, Nedre Gärdet,feb,2020,6750000,2,1937,7675000
Norrtullsgatan,2,63,Lägenhet, Vasastan,feb,2020,6950000,7,1935,9000000
Motalavägen,2,44,Lägenhet, Hjorthagen,feb,2020,2995000,2,1935,3390000
Eyvind,2,51,Lägenhet, Kungsholmen,okt,2015,4250000,6,2010,4450000
Skogvaktargatan,3,69,Lägenhet, Hjorthagen,feb,2020,4800000,3,1947,4950000
Industrigatan,2,37,Lägenhet, Kungsholmen,mar,2019,3495000,4,1987,3600000
Surbrunnsgatan,1.5,39,Lägenhet, Vasastan,feb,2020,3650000,2,1987,4280000
Näckrosbrinken,7,172,Villa, Hässelby-Vällingby,feb,2020,11900000,1,2009,12050000
Inteckningsvägen,2,55,Lägenhet, Hägerstensåsen,feb,2020,2250000,1,1945,2650000
Kolbäcksgränd,2,58,Lägenhet, Bagarmossen,feb,2020,2295000,2,1954,2800000
Inedalsgatan,1,40,Lägenhet, Kungsholmen,feb,2020,2750000,3,1898,3710000
Lidnersgatan,2,40,Lägenhet, Kristineberg,feb,2020,2495000,1,1938,2920000
Storgatan,1,25,Lägenhet, Östermalm,feb,2020,2795000,6,1896,3200000
Smedsbacksgatan,2,44,Lägenhet, Gärdet,feb,2020,3495000,6,1938,4300000
Bårdgränd,2,36,Lägenhet, Bromma,feb,2020,1995000,1,1945,2510000
Agnes,2,45,Lägenhet, Fruängen,feb,2020,2395000,1,2019,2800000
Fatburs,3,86,Lägenhet, Södermalm,feb,2020,5295000,2,1991,5550000
Heleneborgsgatan,2,66,Lägenhet, Södermalm,feb,2020,6475000,5,1935,8260000
Karlsviksgatan,2,39,Lägenhet, Kungsholmen,feb,2020,3495000,2,2003,4000000
Hammarby,2,47,Lägenhet, Hammarby Sjöstad,jan,2020,3195000,2,2003,3400000
Bondegatan,1,29,Lägenhet, Södermalm,feb,2020,2395000,4,1932,2775000
Segervägen,5,102,Lägenhet, Älvsjö,feb,2020,4395000,2,2008,4395000
Wollmar,1,44,Lägenhet, Södermalm,feb,2020,3175000,3,1928,4050000
Gyllenborgsgatan,1,21,Lägenhet, Thorildsplan,jan,2020,1995000,1,1927,2370000
Nybrogatan,2,44,Lägenhet, Östermalm,feb,2020,4495000,1,1927,5020000
Fridhemsgatan,2,33,Lägenhet, Kungsholmen,feb,2020,2995000,8,1938,3900000
Lotterivägen,2,55,Lägenhet, Hägerstensåsen,feb,2020,2475000,2,1946,3310000
Heliosgatan,3,78,Lägenhet, Hammarby Sjöstad,feb,2020,4995000,5,2018,5160000
Lingvägen,3,68,Lägenhet, Enskede,feb,2020,3095000,2,2010,3460000
Dannemoragatan,2,57,Lägenhet, Vasastan,feb,2020,4600000,1,1930,4550000
Jakob,3,72,Lägenhet, Kungsholmen Norr Mälarstrand,feb,2020,6350000,5,1929,7550000
Jakob,3,72,Lägenhet, Kungsholmen Norr Mälarstrand,feb,2020,6350000,5,1929,7550000
Ljustergränd,2,67,Lägenhet, Katarina,feb,2020,4295000,1,1993,5230000
Elinsborgsbacken,2,64,Lägenhet, Tensta,jan,2020,1245000,2,1971,1500000
Fyrvaktarkroken,2,41,Lägenhet, av,feb,2020,2495000,2,2019,3075000
Pilgrimsvägen,1,34,Lägenhet, Aspudden,feb,2020,2195000,2,1939,2820000
Valborgsmässovägen,1,35,Lägenhet, Midsommarkransen,feb,2020,2095000,2,1939,2650000
Upplandsgatan,2,55,Lägenhet, Vasastan,jan,2020,4795000,1,1907,5200000
Kungsholms,1,29,Lägenhet, Kungsholmen,feb,2020,2750000,1,1934,2600000
Swedenborgsgatan,3,100,Lägenhet, Södermalm,feb,2020,8995000,2,1892,10000000
Vattenledningsvägen,1,35,Lägenhet, Midsommarkransen,feb,2020,2495000,3,1911,2900000
Aprikosgatan,3,74,Lägenhet, Hässelby Strand,feb,2020,2395000,1,2002,2800000
Eva,3,74,Lägenhet, Fruängen,feb,2020,3195000,3,1955,3820000
Sveavägen,1,23,Lägenhet, Vasastan,feb,2020,2195000,3,1932,2740000
Valhallavägen,2,47,Lägenhet, Östermalm,feb,2020,3975000,4,1911,5000000
Nybergsgatan,2,62,Lägenhet, Östermalm,feb,2020,5995000,2,1919,7750000
Maltesholmsvägen,5,112,Lägenhet, Hässelby Strand,feb,2020,3695000,2,1904,3800000
Valhallavägen,2,40,Lägenhet, Östermalm,feb,2020,3495000,5,1904,4100000
Fleminggatan,5,155,Lägenhet, Kungsholmen,feb,2020,13900000,5,1904,15100000
Älvkarleövägen,2,44,Lägenhet, Hjorthagen,feb,2020,2750000,1,1935,3050000
Östermalmsgatan,3.5,127,Lägenhet, Östermalm,sep,2019,10500000,2,1916,11750000
Mariatorget,2,35,Lägenhet, Södermalm,jun,2019,4990000,4,1896,4990000
Grubbensringen,5,99,Lägenhet, Kungsholmen,maj,2019,11500000,5,1996,11500000
Kaptensgatan,1,34,Lägenhet, Östermalm,feb,2020,4200000,1,1896,4200000
Wivalliusgatan,2,57,Lägenhet, Kungsholmen,feb,2020,3975000,3,1961,4500000
Knäredsgränd,3,83,Lägenhet, Östberga,feb,2020,2050000,1,1969,2440000
Nykroppagatan,1,37,Lägenhet, Farsta Centrum,feb,2020,1495000,1,1959,1980000
Fleminggatan,2,64,Lägenhet, Kungsholmen,feb,2020,5250000,1,1886,5900000
Strålgatan,2,40,Lägenhet, Lilla Essingen,jan,2020,2650000,4,1939,3100000
Kungsholms,3,67,Lägenhet, Kungsholmen,feb,2020,4995000,2,1997,5900000
Lidköpingsvägen,2,50,Lägenhet, Hammarbyhöjden,feb,2020,2795000,3,1942,3210000
Duvedsvägen,3,79,Lägenhet, Hässelby-Vällingby,feb,2020,2675000,2,1955,3000000
Sköntorpsvägen,2,47,Lägenhet, Årsta,feb,2020,2495000,3,1945,2920000
Sköntorpsvägen,2,47,Lägenhet, Årsta,feb,2020,2495000,3,1945,2920000
Frejgatan,2,51,Lägenhet, Vasastan,feb,2020,4900000,5,1940,5300000
Heimdalsgatan,4,88,Lägenhet, Vasastan,feb,2020,9250000,3,1909,10825000
Söderberga,5,99,Lägenhet, Bromma Beckomberga,feb,2020,2695000,2,1996,3230000
Götalandsvägen,2,62,Lägenhet, Älvsjö,feb,2020,2795000,4,2018,3440000
Hovstagränd,1.5,39,Lägenhet, Hagsätra,feb,2020,1750000,5,2007,1800000
Pettsons,3,81,Lägenhet, Bromma,feb,2020,3495000,3,2012,3800000
Olof,3,69,Lägenhet, Kungsholmen,feb,2020,4995000,4,1997,5545000
Läckövägen,2,55,Lägenhet, Hammarbyhöjden,feb,2020,2995000,1,1943,3750000
Vulcanusgatan,2,39,Lägenhet, Vasastan,feb,2020,3495000,2,1928,4400000
Igeldammsgatan,1,40,Lägenhet, Kungsholmen,feb,2020,3750000,2,1897,4450000
Grevgatan,1,33,Lägenhet, Östermalm,feb,2020,3350000,4,1947,3460000
Sandfjärdsgatan,4,88,Lägenhet, Årsta,feb,2020,3495000,2,1960,4280000
Drottningholmsvägen,1,40,Lägenhet, Kungsholmen,feb,2020,2695000,2,1927,2800000
Klockhammarsgränd,4,90,Radhus, Hagsätra Ängssätra,feb,2020,3395000,2,2005,3900000
Knypplerskevägen,1,33,Lägenhet, Bromma,feb,2020,1895000,2,1944,2380000
Dalgränd,2.5,64,Lägenhet, Enskededalen,feb,2020,2495000,2,1981,3080000
Hoburgsstigen,2,46,Lägenhet, Bromma,feb,2020,2395000,2,1937,2800000
Hälsingegatan,2,60,Lägenhet, Vasastan,feb,2020,5150000,2,1904,6055000
Sågverksgatan,2,46,Lägenhet, Stureby,feb,2020,1795000,1,1946,2300000
Hammarby,2,44,Lägenhet, Hammarby Sjöstad,feb,2020,3195000,3,2003,3250000
Sandelsgatan,4,96,Lägenhet, Nedre Gärdet,feb,2020,10100000,3,1951,10100000
Bellmansgatan,1,36,Lägenhet, Södermalm,feb,2020,2750000,1,1883,3425000
Furusundsgatan,1,29,Lägenhet, Gärdet,feb,2020,2495000,1,1941,2925000
Frödingsvägen,2,41,Lägenhet, Kungsholmen,feb,2020,2995000,1,1931,3450000
Valutavägen,1,20,Lägenhet, Hägerstensåsen,feb,2020,1395000,1,1947,1700000
Sockenvägen,2,40,Lägenhet, Gamla Enskede Tallkrogen,feb,2020,2250000,2,1942,2750000
Ekensbergskajen,3,74,Lägenhet, Gröndal,feb,2020,4995000,2,2016,6000000
Kristallvägen,3,88,Lägenhet, Älvsjö,feb,2020,3225000,2,2009,4050000
Tellusborgsvägen,1,35,Lägenhet, Midsommarkransen,feb,2020,2195000,1,2012,2650000
Lidköpingsvägen,2,59,Lägenhet, Hammarbyhöjden,feb,2020,2195000,1,1926,2635000
Sankt,2,66,Lägenhet, Kungsholmen,feb,2020,5495000,5,1942,5525000
Björnidegränd,127,122,Kedjehus, Kälvesta,jan,2020,4495000,4,1975,4500000
Linjemästarvägen,109,109,Villa, Vällingby,jan,2020,5475000,4,1969,6275000
Mariehamnsgatan,3,85,Lägenhet, Akalla,feb,2020,1995000,4,1977,2400000
Ringstedsgatan,3,81,Lägenhet, Kista,feb,2020,2395000,3,1980,2540000
Sibeliusgången,1,49,Lägenhet, Kista,feb,2020,1395000,8,1975,2000000
Brf,2,41,Lägenhet, Hässelby-Vällingby,feb,2020,1950000,1,2019,1950000
Hundlokegränd,2,45,Lägenhet, Hässelby-Vällingby,feb,2020,1795000,1,2018,2050000
Smedsbacksgatan,2,48,Lägenhet, Gärdet,feb,2020,3795000,4,1938,4020000
Heleneborgsgatan,2,40,Lägenhet, Södermalm,jan,2020,3350000,4,1928,3950000
Bergsgatan,2,41,Lägenhet, Kungsholmen,feb,2020,3495000,3,1904,4350000
Skagersvägen,2,45,Lägenhet, Årsta,feb,2020,1975000,2,1946,2510000
Heimdalsgatan,3,73,Lägenhet, Vasastan,feb,2020,6495000,1,1906,7225000
Östrandsvägen,3,70,Lägenhet, Stureby,feb,2020,2595000,1,1950,3350000
Konstgjutarvägen,2,48,Lägenhet, Johanneshov,feb,2020,2695000,1,1944,3120000
Reimersholmsgatan,4,109,Lägenhet, Reimersholme,feb,2020,8495000,2,1981,8725000
Klädesvägen,2,45,Lägenhet, Brommaplan,feb,2020,2695000,4,2017,2650000
Mejselvägen,5,80,Villa, Telefonplan,feb,2020,6795000,2,1941,8400000
Schlytersvägen,2,52,Lägenhet, Aspudden,jan,2020,2995000,2,1947,3645000
Sjöviksvägen,2,51,Lägenhet, Liljeholmskajen,nov,2019,3495000,1,2018,4020000
Sigfridsvägen,1,35,Lägenhet, Aspudden,nov,2019,2395000,4,1912,2840000
Spångavägen,2,56,Lägenhet, Bromma Riksby,feb,2020,2095000,2,1941,2500000
Sköntorpsvägen,2,56,Lägenhet, Årsta,feb,2020,2395000,3,1991,3400000
