street_name,num_of_rooms,size,type,location,sold_month,sold_year,initial_price,floor_num,year_built,final_price
Hagagatan,2.5,71,Lägenhet, Vasastan Odenplan,nov,2019,6149479,2,1904,6500000
Upplandsgatan,2,61,Lägenhet, Vasastan Odenplan,dec,2019,5250000,2,1904,5450000
Norrbackagatan,2,59,Lägenhet, Vasastan Birkastan,nov,2019,4949121,2,1884,5350000
Tomtebogatan,2,37,Lägenhet, Vasastan Birkastan,sep,2018,3400174,2,1884,3900000
Värtavägen,1,28,Lägenhet, Östermalm Gärdet,dec,2019,2550120,2,1884,3180000
Porlabacken,3,70,Lägenhet, Hagsätra,dec,2019,1875000,2,1884,1860000
Artillerigatan,2,45,Lägenhet, Östermalm,dec,2019,4995617,2,1884,5700000
Stora,108,37,Villa, Norra Ängby,sep,2019,7991021,2,1884,7120000
Kärvbacken,89,112,Villa, Sundby,okt,2019,4976525,2,1884,5300000
Blomsterkungsvägen,117,10,Radhus, Hässelby Backlura,nov,2019,3994225,2,1884,4150000
Sankt,1.5,37,Lägenhet, Vasastan,dec,2019,3494623,2,1884,3900000
Mitisgatan,2,35,Lägenhet, Kungsholmen,dec,2019,2994483,2,1884,3800000
Skeppargatan,2,44,Lägenhet, Östermalm Nedre Gärdet,dec,2019,3596330,2,1884,3920000
Rörstrandsgatan,3,91,Lägenhet, Vasastan,dec,2019,8246977,2,1884,9550000
Responsgatan,1,34,Lägenhet, Telefonplan,dec,2019,2793952,2,1884,2495000
Atlasgatan,1,27,Lägenhet, Vasastan,dec,2019,2896015,2,1884,2980000
Tallbacksvägen,2,55,Lägenhet, Bromma Ulvsunda,dec,2019,2449324,2,1884,2900000
Södra,2,65,Lägenhet, Kungsholmen,dec,2019,5495000,2,1884,6500000
Responsgatan,1,35,Lägenhet, Telefonplan,dec,2019,2295000,1,1957,2295000
Döbelnsgatan,1,30,Lägenhet, Vasastan,dec,2019,2749196,1,1957,3420000
Responsgatan,1,34,Lägenhet, Telefonplan,dec,2019,2250000,1,1957,2250000
Responsgatan,1,35,Lägenhet, Telefonplan,dec,2019,2345000,1,1957,2345000
Sandhamnsgatan,1,33,Lägenhet, Gärdet,dec,2019,2800000,1,1957,2800000
Hornsgatan,1,42,Lägenhet, Högalid,dec,2019,3148854,1,1957,3300000
Mirabellbacken,1,33,Lägenhet, Hässelby-Vällingby,dec,2019,1095000,1,1957,1600000
Maltesholmsvägen,2,46,Lägenhet, Hässelby-Vällingby,nov,2019,1874462,2,1954,2180000
Rissnavägen,3,80,Lägenhet, Spånga,nov,2019,1574803,2,1954,1600000
Astrakangatan,2,60,Lägenhet, Hässelby-Vällingby,nov,2019,1794763,2,1954,2125000
Östersundsgatan,4,91,Lägenhet, Hässelby-Vällingby,nov,2019,3195488,2,1954,3400000
Rabattvägen,3,70,Lägenhet, Hässelby-Vällingby,nov,2019,2294792,2,1954,2600000
Vittangigatan,1.5,32,Lägenhet, Hässelby-Vällingby,nov,2019,1695298,2,1954,1875000
Mörsilsgatan,3.5,80,Lägenhet, Hässelby-Vällingby,nov,2019,2695000,2,1954,3000000
Maltesholmsvägen,2.5,60,Lägenhet, Hässelby-Vällingby,dec,2019,2100000,5,2012,2100000
Strahlenbergsgatan,2,47,Lägenhet, Johanneshov,dec,2019,2394757,5,2012,3015000
Grev,2,46,Lägenhet, Östermalm,dec,2019,4625000,5,2012,4625000
Grevgatan,2,57,Lägenhet, Östermalm,dec,2019,5675909,5,2012,6550000
Kristinebergsvägen,2,46,Lägenhet, Kungsholmen,dec,2019,3194103,5,2012,3900000
Storsjövägen,2,52,Lägenhet, Årsta,dec,2019,2495726,5,2012,2920000
Alströmergatan,2,45,Lägenhet, Kungsholmen Fridhemsplan,dec,2019,2450090,5,2012,4050000
Folkparksvägen,2,56,Lägenhet, Solberga,dec,2019,1995114,5,2012,2450000
Kungsbro,1,34,Lägenhet, Kungsholmen,dec,2019,2795652,5,2012,3215000
Tellusborgsvägen,1.5,36,Lägenhet, Midsommarkransen,dec,2019,2195000,5,2012,2850000
Rindögatan,1,23,Lägenhet, Gärdet,dec,2019,2095375,3,1968,2900000
Björkbacksvägen,2,47,Lägenhet, Bromma,dec,2019,1994818,3,1968,2310000
Stadingeplan,3.5,77,Lägenhet, Spånga-Tensta,dec,2019,1595000,3,1968,1900000
Högalidsgatan,1,25,Lägenhet, Södermalm-Högalid,dec,2019,2700507,3,1938,2660000
Skönviksvägen,1,32,Lägenhet, Enskede,dec,2019,2380952,3,1938,2000000
Broddgränd,2,58,Lägenhet, Västertorp,dec,2019,2195526,3,1938,2650000
Tivolivägen,2,53,Lägenhet, Västberga,dec,2019,2194092,3,1938,2600000
Båstadsvägen,4,91,Lägenhet, Johanneshov,dec,2019,4495000,3,1938,4495000
Gamla,1,39,Lägenhet, Örby-Älvsjö,dec,2019,2100000,3,1938,2100000
Ellen,2,55,Lägenhet, Fruängen,dec,2019,2195000,3,1938,2820000
Sankt,1,31,Lägenhet, Kungsholmen,dec,2019,2849740,1,1938,3300000
Roslagsgatan,2,68,Lägenhet, Vasastan,dec,2019,6252345,1,1938,6665000
Alströmergatan,1,32,Lägenhet, Kungsholmen,dec,2019,2450495,1,1938,2970000
Flintbacken,2,36,Lägenhet, Södermalm Högalid,dec,2019,2795698,1,1938,3120000
Sandfjärdsgatan,4,92,Lägenhet, Årsta,dec,2019,3495860,1,1938,3800000
Svalövsvägen,2,58,Lägenhet, Björkhagen,dec,2019,2950043,1,1938,3425000
Elias,2,49,Lägenhet, Bromma Blackeberg,dec,2019,1994906,1,1938,2350000
Johan,2,46,Lägenhet, Hammarbyhöjden,dec,2019,1950000,1,1938,2610000
Gullmarsvägen,3,70,Lägenhet, Årsta,dec,2019,4593301,2,2006,4800000
Stramaljvägen,2,51,Lägenhet, Bromma Riksby,dec,2019,2495874,2,2006,3025000
Disponentgatan,1,25,Lägenhet, Kungsholmen,dec,2019,1995708,2,2006,2325000
Solskensbrinken,7,136,Villa, Spånga Solhöjden,dec,2019,4450084,2,2006,5260000
Pippi,2,49,Lägenhet, Bromma,dec,2019,2495462,2,2006,2750000
Brännkyrkagatan,1,26,Lägenhet, Södermalm,dec,2019,2395209,2,2006,2800000
Isbergavägen,5,125,Parhus, Herrängen-Älvsjö,dec,2019,5996258,2,2006,6410000
Bågljusvägen,3,82,Lägenhet, Kungsholmen,dec,2019,5250000,2,2006,6000000
Rindögatan,3,75,Lägenhet, Gärdet,dec,2019,6492335,1,1969,7200000
John,1,32,Lägenhet, Kungsholmen,dec,2019,2875243,1,1969,2950000
Virkesvägen,2,56,Lägenhet, Hammarby Sjöstad,dec,2019,3600000,1,1969,3600000
Drottninggatan,2,65,Lägenhet, Vasastan,dec,2019,5951219,1,1969,6100000
Grev,2,64,Lägenhet, Östermalm,nov,2019,5994236,1,1969,6240000
Torsgatan,2,49,Lägenhet, Vasastan,okt,2019,4373963,1,1969,5275000
Skebokvarnsvägen,3,74,Lägenhet, Högdalen,dec,2019,2801169,1,1969,2395000
Värdshusbacken,9,221,Villa, Essingeöarna,nov,2019,32008830,1,1969,29000000
Förlandagränd,2,71,Lägenhet, Östberga,dec,2019,1795000,1,1969,2410000
Fleminggatan,3,78,Lägenhet, Kungsholmen,dec,2019,6548387,1,2004,6090000
Linnégatan,3,60,Lägenhet, Östermalm,dec,2019,6250000,1,2004,6200000
Kransbindarvägen,1,35,Lägenhet, Telefonplan,dec,2019,2195318,1,2004,2720000
Värstagårdsvägen,3,75,Lägenhet, Spånga Solhem,dec,2019,2775000,1,2004,3000000
Norra,2,53,Lägenhet, Vasastan,dec,2019,5450049,1,2004,5510000
Kungsklippan,2,45,Lägenhet, Kungsholmen,dec,2019,4051282,1,2004,3950000
Skärmarbrinksvägen,2,43,Lägenhet, Johanneshov,dec,2019,2499999,1,2004,2800000
Stenkvistavägen,2,46,Lägenhet, Högdalen,dec,2019,2094594,1,2004,2325000
Hälsingegatan,2,53,Lägenhet, Vasastan,dec,2019,4493731,1,2004,4660000
Mejselvägen,5,95,Lägenhet, Hägerstensåsen,dec,2019,4251012,1,2004,4200000
Svartviksslingan,3,60,Lägenhet, Bromma,dec,2019,2893890,1,2004,3600000
Midskeppsgatan,2,46,Lägenhet, Hammarby Sjöstad,dec,2019,3100000,1,2004,3040000
Midskeppsgatan,4,102,Lägenhet, Hammarby Sjöstad,nov,2019,6753006,2,2016,7300000
Liljeholmsbron,2,53,Lägenhet, Södermalm,dec,2019,3249525,2,2016,3425000
Sällhetsvägen,4,81,Radhus, Backlura,dec,2019,2995000,2,2016,3350000
Sällhetsvägen,5,95,Radhus, Hässelby,dec,2019,3393665,2,1924,3750000
Hundlokegränd,2,54,Lägenhet, Hässelby-Vällingby,nov,2019,1895196,2,1924,2170000
Fanérvägen,84,34,Radhus, Enskede,nov,2019,6493506,2,1924,7000000
Lundagårdsvägen,170,100,Villa, Spånga Solhem,nov,2019,8773424,2,1924,10300000
Hörningsholmsvägen,139,18,Villa, Älvsjö Örby Slott,dec,2019,5992329,2,1924,6250000
Skattegårdsvägen,287,110,Villa, Vinsta,nov,2019,6973684,2,1924,7420000
Assessorsgatan,2,68,Lägenhet, Södermalm,dec,2019,5250000,2,1924,5600000
Engelbrektsgatan,4,134,Lägenhet, Östermalm,nov,2019,13902053,3,2019,17600000
Dalkärrsleden,7,126,Radhus, Vällingby Nälsta,dec,2019,4075342,3,2019,4760000
Slätbaksvägen,2,45,Lägenhet, Årsta,dec,2019,2295652,3,2019,2640000
Förmansvägen,3,79,Lägenhet, Liljeholmskajen,dec,2019,4793008,3,2019,5210000
Förmansvägen,3,79,Lägenhet, Liljeholmskajen,dec,2019,4793008,3,2019,5210000
Arbetargatan,2,49,Lägenhet, Kungsholmen,dec,2019,3495311,3,2019,4100000
Gösta,1,30,Lägenhet, Axelsberg,dec,2019,1695692,3,2019,1850000
Karlaplan,2,65,Lägenhet, Östermalm,dec,2019,6001936,3,2019,6200000
Grevgatan,2,59,Lägenhet, Östermalm,dec,2019,5892337,3,2019,6075000
Finngrundsvägen,2,61,Lägenhet, Blåsut,dec,2019,2995283,3,2019,3810000
Kungsbro,1,25,Lägenhet, Kungsholmen,nov,2019,2495201,3,2019,2600000
Jämtlandsgatan,2,66,Lägenhet, Vällingby Parkstad,dec,2019,2495000,3,2019,2780000
Prästgårdsgränd,2,63,Lägenhet, Älvsjö Centrum,dec,2019,2095316,3,2009,2550000
Forshagagatan,3,77,Lägenhet, Farsta,nov,2019,2395918,3,2009,2935000
Kolbäcksgränd,2,58,Lägenhet, Bagarmossen,dec,2019,2394106,3,2009,2600000
Folkparksvägen,3,76,Lägenhet, Älvsjö,jun,2019,3193717,3,2009,3050000
Kristallvägen,1,27,Lägenhet, Älvsjö Solberga,okt,2018,1775147,3,2009,1800000
Gustaf,2,69,Lägenhet, Långbro Park,okt,2018,2994157,3,2009,3075000
Drevkroken,5,150,Villa, Spånga,dec,2019,6850000,3,2009,6850000
Metronomgatan,5,119,Lägenhet, Telefonplan,okt,2019,5950000,3,2009,6890000
Celsiusgatan,1,25,Lägenhet, Kungsholmen,dec,2019,2449133,11,2019,3250000
Valutavägen,1,38,Lägenhet, Hägerstensåsen,sep,2019,1995012,11,2019,2400000
Radiusbacken,2,55,Lägenhet, Midsommarkransen,sep,2019,2975691,11,2019,3550000
Karlsbodavägen,1.5,35,Lägenhet, Bromma Mariehäll,dec,2019,2095914,11,2019,2360000
Kronobergsgatan,1,20,Lägenhet, Kungsholmen,sep,2019,1995211,11,2019,2500000
Jämtlandsgatan,3,79,Lägenhet, Vällingby,aug,2019,3795000,11,2019,3795000
Stora,4,110,Lägenhet, Långbro Park,okt,2019,6492890,8,2019,6850000
Jämtlandsgatan,1,36,Lägenhet, Vällingby,jul,2019,1895368,8,2019,2210000
Tellusborgsvägen,2,45,Lägenhet, Midsommarkransen,nov,2018,2650878,8,2019,3470000
Vemdalsgatan,3,72,Lägenhet, Vällingby,jul,2019,3895000,8,2019,3895000
Jämtlandsgatan,3,65,Lägenhet, Vällingby,jun,2019,2860000,8,2019,2860000
Jämtlandsgatan,2,66,Lägenhet, Vällingby,maj,2019,2249408,3,1944,2850000
Götalandsvägen,4,93,Lägenhet, Älvsjö,okt,2019,4375614,3,1944,4450000
Jämtlandsgatan,4,91,Lägenhet, Vällingby,sep,2019,3796625,3,1944,4275000
Borensvägen,2,53,Lägenhet, Årsta,dec,2018,2674023,3,1944,3150000
Borensvägen,2,42,Lägenhet, Årsta,okt,2018,2275179,3,1944,2530000
Sandfjärdsgatan,3,71,Lägenhet, Årsta,dec,2018,2675855,3,1944,2815000
Glindragränd,3,78,Lägenhet, Årsta,nov,2018,4400848,3,1944,4150000
Svärdlångsvägen,3,70,Lägenhet, Årsta,okt,2018,3098958,3,1944,2975000
Skattungsvägen,2,56,Lägenhet, Årsta,aug,2018,2449078,3,1944,2525000
Bränningevägen,3,82,Lägenhet, Årsta,aug,2018,4475843,3,1944,4910000
Årstavägen,2,54,Lägenhet, Årsta,maj,2018,2574750,3,1944,3100000
Sköntorpsvägen,2,43,Lägenhet, Årsta,aug,2018,2400000,3,1944,2820000
Sköntorpsvägen,1.5,32,Lägenhet, Årsta,aug,2018,2175639,1,1945,2465000
Hjälmarsvägen,3,54,Lägenhet, Årsta,aug,2018,2674315,1,1945,3030000
Sköntorpsvägen,2,47,Lägenhet, Årsta,aug,2018,2474137,1,1945,2870000
Storsjövägen,2,61,Lägenhet, Årsta,mar,2018,3073807,1,1945,3415000
Järnlundsvägen,2,41,Lägenhet, Årsta,maj,2018,2150537,1,1945,2400000
Malgomajvägen,3,70,Lägenhet, Årsta,mar,2018,3275000,1,1945,3275000
Rämensvägen,2,51,Lägenhet, Årsta,mar,2018,2375000,1,1945,2520000
Sköntorpsvägen,2,41,Lägenhet, Årsta,mar,2018,2675916,1,1945,2700000
Eklångsvägen,2,44,Lägenhet, Årsta,mar,2018,2374551,1,1945,2650000
Svärdlångsvägen,3,74,Lägenhet, Årsta,feb,2018,3648509,1,1945,3550000
Rämensvägen,1,33,Lägenhet, Årsta,jan,2018,2074569,1,1945,2170000
Svärdlångsvägen,3,72,Lägenhet, Årsta,jan,2018,3373786,1,1945,3475000
Slätbaksvägen,2,43,Lägenhet, Årsta,nov,2017,2274401,1,1945,2470000
Sandfjärdsgatan,2,32,Lägenhet, Årsta,jan,2018,1949300,1,1945,2230000
Siljansvägen,3,56,Lägenhet, Årsta,okt,2017,2775000,1,1945,3200000
Slätbaksvägen,2,45,Lägenhet, Årsta,sep,2017,2349023,3,1946,2645000
Årstavägen,3,57,Lägenhet, Årsta,sep,2017,2775574,3,1946,3500000
Järnlundsvägen,2,56,Lägenhet, Årsta,aug,2017,2475041,3,1946,2975000
Kolsnarsvägen,2,43,Lägenhet, Årsta,aug,2017,2374670,3,1946,2700000
Glindragränd,2,54,Lägenhet, Årsta,mar,2017,3175000,3,1946,3175000
Sköntorpsvägen,2,47,Lägenhet, Årsta,mar,2017,2474832,3,1946,2950000
Årstavägen,3,63,Lägenhet, Årsta,aug,2016,3175000,3,1946,3175000
Gullmarsvägen,1,28,Lägenhet, Årsta,aug,2016,2174959,3,2017,2710000
Rämensvägen,2,50,Lägenhet, Årsta,jun,2016,2550675,3,2017,3020000
Orrfjärdsgränd,2,60,Lägenhet, Årsta,apr,2016,2650822,3,2017,2900000
Hjälmarsvägen,2,46,Lägenhet, Årsta,maj,2016,2450980,3,2017,2750000
Järnlundsvägen,1,25,Lägenhet, Årsta,apr,2016,1974248,3,2017,2300000
Repslagargatan,2,54,Lägenhet, Södermalm,dec,2019,4493850,3,2017,4750000
Bondegatan,3,105,Lägenhet, Södermalm,dec,2019,10050000,3,2017,10050000
Beckomberga,4,129,Lägenhet, Bromma,dec,2019,6750000,3,2017,6700000
Strålgatan,1,35,Lägenhet, Lilla Essingen Kungsholmen,dec,2019,2495854,2,1948,3010000
Karlbergsvägen,2,68,Lägenhet, Vasastan,dec,2019,5992680,2,1948,6550000
Norra,4,95,Lägenhet, Birkastan,dec,2019,6502463,2,1948,6600000
Odd,3,86,Lägenhet, Bredäng-Mälarhöjden,dec,2019,2794117,2,1948,2850000
Bodgränd,153,54,Villa, Spånga,dec,2019,6472602,2,1948,7560000
Boxergränd,195,44,Radhus, Sköndal,nov,2019,4248366,2,1948,5200000
Lilla,135,20,Radhus, Bredäng,dec,2019,4795117,2,1961,5500000
Tegnebyvägen,69,69,Villa, Bromma,dec,2019,6993006,2,1961,7000000
Kubikenborgsvägen,139,64,Villa, Stureby,jul,2019,7948606,2,1961,9125000
Sköndalsvägen,107,55,Radhus, Farsta stadsdelsområde,nov,2019,4950000,2,1961,5200000
Drottningholmsvägen,2,51,Lägenhet, Riksby,dec,2019,2475247,2,1927,2750000
Grevgatan,2,80,Lägenhet, Östermalm,dec,2019,8500000,2,1927,8500000
Heliosgatan,1,39,Lägenhet, Hammarby Sjöstad,dec,2019,2900000,2,1927,2900000
Fyrspannsgatan,2,38,Lägenhet, Hässelby Strand,dec,2019,1994727,2,1927,2270000
Mörsilsgatan,1,29,Lägenhet, Vällingby Centrum,nov,2019,1495412,2,1927,1630000
Aprikosgatan,3,73,Lägenhet, Hässelby Strand,okt,2019,2194899,2,1927,2410000
Fyrspannsgatan,2,38,Lägenhet, Hässelby Strand,okt,2019,1995121,2,1927,2045000
Gamla,2,44,Lägenhet, Örby,dec,2019,2550000,2,1927,2475000
Östersundsgatan,1,42,Lägenhet, Vällingby Parkstad,dec,2019,1694352,2,1936,2040000
Magnus,2.5,56,Lägenhet, Maria,dec,2019,3795688,2,1936,4050000
Mjölvägen,8,100,Villa, Bromma,dec,2019,5795019,2,1936,6050000
Stenhammarsvägen,6,85,Villa, Bromma,nov,2019,7502287,2,1936,8200000
Hasselbergsvägen,151,81,Villa, Bromma,nov,2019,12500000,2,1936,13620000
Britadalsvägen,5,100,Radhus, Bromma,okt,2019,6699218,2,1945,6860000
Mälarblick,7,130,Radhus, Bromma,okt,2019,7492795,2,1945,7800000
Zornvägen,6,130,Villa, Bromma,okt,2019,8995000,2,1945,8995000
Lidköpingsvägen,2,52,Lägenhet, Hammarbyhöjden,dec,2019,2950000,2,1945,3450000
Kalmgatan,3,86,Lägenhet, Hammarbyhöjden,dec,2019,4801477,4,1944,5200000
Spjutgränd,8,165,Villa, Spånga Flysta,dec,2019,8475000,4,1944,8475000
Mosstenabacken,2,50,Lägenhet, Bandhagen,dec,2019,1990330,4,1944,2470000
Scheelegatan,1.5,36,Lägenhet, Kungsholmen,dec,2019,2995008,4,1944,3600000
Styrbjörnsvägen,3,63,Lägenhet, Aspudden,jun,2018,3495311,4,1944,4100000
Vårgatan,3,87,Lägenhet, Midsommarkransen,maj,2018,5374894,4,1944,6380000
Tellusborgsvägen,1.5,40,Lägenhet, Telefonplan,maj,2018,2349256,4,1944,3000000
Midsommarvägen,2,53,Lägenhet, Midsommarkransen,maj,2018,2495000,4,1944,3330000
Svandammsvägen,1,36,Lägenhet, Midsommarkransen,maj,2018,1995305,4,1972,2550000
Tegelbruksvägen,3,69,Lägenhet, Midsommarkransen,maj,2018,3649635,4,1972,4500000
Responsgatan,3,59,Lägenhet, Telefonplan,maj,2018,3750000,4,1972,4650000
Vapengatan,3,73,Lägenhet, Aspudden,maj,2018,3993855,4,1972,5200000
Valborgsmässovägen,1,35,Lägenhet, Telefonplan,apr,2018,2149229,4,1972,2650000
Tellusborgsvägen,2,72,Lägenhet, Telefonplan,mar,2018,3975741,4,1972,4425000
Tellusborgsvägen,2,44,Lägenhet, Telefonplan,apr,2018,2495000,4,1972,3250000
Grenljusbacken,3,85,Lägenhet, Gröndal,apr,2018,3993480,5,1972,4900000
Radiusbacken,2,55,Lägenhet, Telefonplan,mar,2018,3720000,5,1972,3720000
Tellusborgsvägen,3,92,Lägenhet, Telefonplan,mar,2018,4876033,5,1972,5900000
Pingstvägen,2,45,Lägenhet, Telefonplan,mar,2018,2295719,5,1972,2950000
Tellusgången,3,69,Lägenhet, Telefonplan,mar,2018,3651685,5,1972,3900000
Snickerigatan,3.5,72,Lägenhet, Telefonplan,feb,2018,3948717,5,1972,4620000
Tellusborgsvägen,1.5,36,Lägenhet, Telefonplan,mar,2018,3000000,5,1972,3000000
Stilgjutarvägen,6,152,Villa, Hägerstensåsen,mar,2018,9898989,2,1946,9800000
Nyårsvägen,2,52,Lägenhet, Telefonplan,feb,2018,3150000,2,1946,3150000
Radiusbacken,2,44,Lägenhet, Telefonplan,feb,2018,2650701,2,1946,3210000
Tellusborgsvägen,2,46,Lägenhet, Telefonplan,mar,2018,3270000,2,1946,3270000
Vårgatan,2,54,Lägenhet, Midsommarkransen,feb,2018,3750000,2,1946,3750000
Vattenledningsvägen,1,35,Lägenhet, Midsommarkransen,feb,2018,1949838,2,1946,2410000
Vattenledningsvägen,2,60,Lägenhet, Midsommarkransen,feb,2018,3649635,2,1946,4500000
Tellusborgsvägen,3,63,Lägenhet, Midsommarkransen,feb,2018,3450000,2,1946,4000000
Midsommarvägen,2,55,Lägenhet, Midsommarkransen,feb,2018,2895419,6,2010,3350000
Nioörtsvägen,1.5,40,Lägenhet, Midsommarkransen,jan,2018,2675000,6,2010,2675000
Tellusborgsvägen,1.5,30,Lägenhet, Telefonplan,nov,2017,2245065,6,2010,2730000
Tellusborgsvägen,2,71,Lägenhet, Telefonplan,jan,2018,5110000,6,2010,5110000
Radiusbacken,2,39,Lägenhet, Telefonplan,jan,2018,3050000,6,2010,3050000
Tellusborgsvägen,1,33,Lägenhet, Telefonplan,jul,2017,2449799,6,2010,3050000
Hägerstensvägen,1.5,32,Lägenhet, Aspudden,jun,2017,2345132,6,2010,2915000
Tellusborgsvägen,1,36,Lägenhet, Telefonplan,jun,2017,2900000,6,2010,2900000
Oktavgatan,2,53,Lägenhet, Telefonplan,aug,2017,3175775,6,2010,4300000
Lötmogatan,2,47,Lägenhet, Midsommarkransen,jun,2017,2394149,6,2010,3110000
Midsommarvägen,2,53,Lägenhet, Midsommarkransen,jun,2017,2794368,6,2010,3275000
Tellusborgsvägen,2,53,Lägenhet, Telefonplan,jun,2017,3295000,6,2010,3800000
Olshammarsgatan,2.5,62,Lägenhet, Ormkärr,jun,2017,1995630,3,2015,2740000
Midsommarvägen,2,53,Lägenhet, Hägersten,maj,2017,2795436,3,2015,3430000
Tellusborgsvägen,2,38,Lägenhet, Hägersten,maj,2017,2650205,3,2015,3220000
Nybodaringen,1,27,Lägenhet, Liljeholmen,maj,2017,1745014,3,2015,2450000
Svandammsvägen,2,60,Lägenhet, Midsommarkransen,jun,2017,4195289,3,2015,4275000
Tegelbruksvägen,2,51,Lägenhet, Midsommarkransen,maj,2017,2695092,3,2015,3350000
Tellusborgsvägen,2,62,Lägenhet, Telefonplan,jun,2017,4160000,3,2015,4160000
Snickerigatan,2,65,Lägenhet, Hägersten,maj,2017,3245000,3,2015,3825000
Tellusborgsvägen,1,40,Lägenhet, Telefonplan,maj,2017,2549407,2,2010,3225000
Responsgatan,3,74,Lägenhet, Telefonplan,jun,2017,4495335,2,2010,5300000
Flygelgatan,3,56,Lägenhet, Telefonplan,maj,2017,3349875,2,2010,4050000
Midsommarvägen,3,70,Lägenhet, Midsommarkransen,maj,2017,4393939,2,2010,5220000
Tellusborgsvägen,3,74,Lägenhet, Hägersten,apr,2017,4393939,2,2010,5510000
Tellusborgsvägen,2,62,Lägenhet, Telefonplan,apr,2017,4300000,2,2010,4300000
Oktavgatan,2,61,Lägenhet, Telefonplan,maj,2017,3350000,2,2010,4100000
Tellusborgsvägen,1,36,Lägenhet, Hägersten,maj,2017,2295492,3,2015,2750000
Tellusborgsvägen,3,74,Lägenhet, Telefonplan,maj,2017,5250000,3,2015,5250000
Pingstvägen,2,35,Lägenhet, Hägersten,maj,2017,2174578,3,2015,2840000
Midsommargränd,2,56,Lägenhet, Midsommarkransen,apr,2017,4100000,3,2015,4100000
Valsbergs,2,44,Lägenhet, Hägersten,apr,2017,2494023,3,2015,3130000
Midsommarvägen,3,79,Lägenhet, Hägersten,mar,2017,4648014,3,2015,5150000
Radiusbacken,2,55,Lägenhet, Hägersten,apr,2017,3174255,3,2015,3625000
Tellusborgsvägen,2,45,Lägenhet, Hägersten,apr,2017,2795779,3,2015,3710000
Snickerigatan,2,65,Lägenhet, Hägersten,mar,2017,3295000,3,2015,3930000
Radiusbacken,2,41,Lägenhet, Hägersten,apr,2017,2650000,1,1969,3180000
Tellusborgsvägen,1,37,Lägenhet, Hägersten,apr,2017,2294548,1,1969,2820000
Tellusborgsvägen,1,35,Lägenhet, Hägersten,apr,2017,2349155,1,1969,2920000
Svandammsvägen,2,51,Lägenhet, Hägersten,apr,2017,2649164,1,1969,3330000
Midsommarvägen,2,53,Lägenhet, Hägersten,mar,2017,2795786,1,1969,3450000
Norr,1,20,Lägenhet, Kungsholmen,dec,2019,2550000,1,1969,2550000
Bondegatan,2,47,Lägenhet, Södermalm,dec,2019,4500000,1,1969,4500000
Heleneborgsgatan,1,34,Lägenhet, Södermalm,dec,2019,2800982,1,1969,3420000
Skyllbergsgatan,3,78,Lägenhet, Hagsätra,dec,2019,2250000,1,1969,2520000
Bullerholmsgränd,6,126,Radhus, Skärholmshöjden,dec,2019,3750000,1,1969,3800000
Kallforsvägen,2,58,Lägenhet, Bandhagen,nov,2019,2194492,1,2017,2550000
Stenkvistavägen,2,45,Lägenhet, Högdalen,dec,2019,2195000,1,2017,2195000
Trollesundsvägen,1,36,Lägenhet, Enskede-Årsta-Vantör,sep,2018,1974288,1,2017,2150000
Ola,1,29,Lägenhet, Kungsholmen Kristineberg,dec,2019,2350390,1,2017,2710000
Boktryckarvägen,4,95,Lägenhet, Hägerstensåsen,dec,2019,4995374,1,2017,5400000
Hägerstens,1,31,Lägenhet, Axelsberg,dec,2019,2095516,1,2017,2150000
Tellusborgsvägen,2,43,Lägenhet, Midsommarkransen,dec,2019,3200000,1,2017,3200000
Nina,4,88,Lägenhet, Hagastaden,dec,2019,6795000,1,2017,6795000
Torsgatan,1,45,Lägenhet, Vasastan,dec,2019,3793859,3,1939,4325000
Garagevägen,4,91,Lägenhet, Blåsut,dec,2019,4995425,3,1939,5460000
Torsgatan,2,72,Lägenhet, Vasastan,dec,2019,5195000,3,1939,5195000
Oktavgatan,2,53,Lägenhet, Telefonplan,dec,2019,2995110,3,1939,3675000
Bastuhagsvägen,1,29,Lägenhet, Enskede,dec,2019,1794258,3,1939,1875000
Nynäsvägen,1,40,Lägenhet, Enskede,dec,2019,2395209,3,1939,2800000
Holbergsgatan,3,69,Lägenhet, Bromma Blackeberg,dec,2019,2789223,3,1939,3520000
Furusundsgatan,2,36,Lägenhet, Östermalm Gärdet,dec,2019,2989352,3,1939,3650000
Thunbergsgatan,2,53,Lägenhet, Hammarbyhöjden,dec,2019,2700000,3,1939,2600000
Starrängsringen,3,68,Lägenhet, Gärdet,dec,2019,5495000,1,1991,6070000
Friherregatan,101,34,Radhus, Hässelby Södra Villastad,sep,2019,2795000,2,1960,2660000
Tobaksspinnargatan,2,37,Lägenhet, Högalid,dec,2019,2750000,2,1932,3210000
Bondegatan,1,36,Lägenhet, Katarina,dec,2019,2895000,2,1932,3300000
Nina,2,48,Lägenhet, Hagastaden,dec,2019,4150000,8,2018,4100000
Ada,2,65,Lägenhet, Fruängen,dec,2019,3300000,7,2007,3300000
Björketorpsvägen,1,28,Lägenhet, Norra Ängby,dec,2019,1595000,3,1967,1750000
Eldsbergagränd,2,71,Lägenhet, Älvsjö,dec,2019,1995000,1,1969,1975000
Sofielundsvägen,2,41,Lägenhet, Blåsut,dec,2019,3075000,5,2019,3075000
Astrakangatan,1,42,Lägenhet, Hässelby Gård,dec,2019,1495000,6,1956,1650000
